accommodates,beds,bathrooms,number_of_reviews,review_scores_rating,neighbourhood_cleansed,tipologia,host_is_superhost,price,atratividade_bairro,dist_centro_km
6,4.0,1.0,427,4.85,Misericórdia,T2,t,70.0,5,0.9206555100469452
5,5.0,1.5,164,4.48,Misericórdia,T2,f,70.0,5,1.315687869751292
4,2.0,1.0,682,4.68,Santa Maria Maior,T2,f,82.0,5,0.6085787142646587
6,4.0,2.0,466,4.59,Santa Maria Maior,T2,f,83.0,5,0.7581579432134601
4,3.0,1.0,227,4.88,Santa Maria Maior,T2,f,90.0,5,0.6193776211881761
4,2.0,1.0,44,4.43,Ajuda,T2,f,60.0,2,5.611205234571035
4,2.0,1.0,93,4.98,São Vicente,T2,f,92.0,4,0.9632490193454121
2,2.0,1.0,42,4.81,Ajuda,T2,t,58.0,2,5.37906222967439
6,5.0,2.0,128,4.17,Santa Maria Maior,T2,f,108.0,5,0.379220899919858
3,2.0,2.0,9,4.56,Alvalade,T2,f,180.0,3,4.768723895146379
5,2.0,1.0,243,4.77,Arroios,T2,t,81.0,3,1.5585419281008313
4,0.0,1.0,174,4.95,Misericórdia,T2,t,100.0,5,1.4748510173941947
4,3.0,1.0,20,4.85,São Vicente,T2,f,131.0,4,1.2567413177756024
4,4.0,1.5,179,4.6,Santo António,T2,f,78.0,5,1.7238093693239311
4,3.0,2.0,237,4.39,Santa Maria Maior,T2,f,118.0,5,0.4650963169506584
4,3.0,1.0,362,4.87,Misericórdia,T2,t,154.0,5,0.9220690341193528
5,3.0,1.0,194,4.68,Santa Maria Maior,T2,f,158.0,5,0.2264176906927147
4,2.0,2.0,79,4.81,Campo de Ourique,T2,t,64.0,3,3.2285533857724027
6,3.0,1.0,430,4.76,Santa Maria Maior,T2,f,100.0,5,0.7017618528303057
6,4.0,1.0,139,4.73,Santa Maria Maior,T2,t,233.0,5,0.6842776341287898
5,2.0,2.5,13,4.38,Estrela,T2,f,104.0,4,2.995126924648402
4,3.0,2.0,66,4.68,Ajuda,T2,f,63.0,2,5.302230865615994
4,2.0,1.0,463,4.82,Santa Maria Maior,T2,f,86.0,5,0.8307820218891039
4,3.0,1.0,417,4.8,Santa Maria Maior,T2,f,83.0,5,0.8784960726398701
4,4.0,1.5,472,4.75,Santa Maria Maior,T2,f,77.0,5,0.8654624350522611
6,4.0,1.0,437,4.57,Arroios,T2,f,71.0,3,1.0764848919247934
4,3.0,1.0,532,4.84,Santa Maria Maior,T2,t,149.0,5,0.2219660214408702
4,3.0,1.0,344,4.83,Santo António,T2,t,100.0,5,1.8397317903740127
4,4.0,2.0,65,4.67,Santo António,T2,f,109.0,5,2.07532323364732
5,3.0,2.5,314,4.8,Arroios,T2,f,137.0,3,1.6985358952574579
4,4.0,1.0,35,4.77,Misericórdia,T2,f,99.0,5,1.0926806203505413
4,3.0,2.0,12,4.58,Alvalade,T2,f,162.0,3,4.760216441604384
6,3.0,1.0,0,4.657256773399015,São Vicente,T2,f,50.0,4,1.5582895424742886
4,2.0,1.0,26,4.65,Penha de França,T2,t,71.0,2,3.1648033586006425
4,3.0,1.0,305,4.56,Misericórdia,T2,f,118.0,5,1.1293868162967535
5,3.0,1.0,97,4.58,Santa Maria Maior,T2,f,118.0,5,0.26691338003293597
6,4.0,1.0,32,4.59,Misericórdia,T2,f,108.0,5,1.4137731945964402
4,3.0,1.0,465,4.6,Arroios,T2,f,63.0,3,1.2265754513918652
3,3.0,1.0,18,4.33,Campolide,T2,f,95.0,3,3.279684404462923
4,2.0,2.0,31,4.94,Misericórdia,T2,t,190.0,5,0.6916747745007646
3,2.0,1.0,88,4.86,Belém,T2,f,63.0,4,5.291683600163425
6,4.0,0.0,16,4.38,Misericórdia,T2,f,91.0,5,1.4115822064944048
6,2.0,1.0,416,4.87,Misericórdia,T2,t,104.0,5,0.5883188994679407
6,3.0,2.0,364,4.8,Santa Maria Maior,T2,t,126.0,5,0.7220490233997535
4,2.0,1.0,54,4.61,Santa Maria Maior,T2,f,175.0,5,0.3334218095409734
6,3.0,1.0,300,4.66,Misericórdia,T2,f,102.0,5,0.9796196984265768
4,2.0,2.5,398,4.82,Santa Maria Maior,T2,t,121.0,5,0.3121303487095279
4,3.0,2.0,130,4.84,Arroios,T2,t,118.0,3,1.7803209232908492
4,2.0,1.0,118,4.84,Santa Maria Maior,T2,f,140.0,5,0.7090095857479762
4,2.0,1.0,216,4.91,Misericórdia,T2,t,165.0,5,1.6323404624050408
4,3.0,1.0,297,4.82,Misericórdia,T2,t,81.0,5,1.2156809833523252
4,3.0,1.0,132,4.72,Santa Maria Maior,T2,f,89.0,5,0.7017561251953535
4,3.0,1.0,100,4.75,Misericórdia,T2,t,140.0,5,1.4238894358634036
4,3.0,1.0,323,4.92,Santa Maria Maior,T2,t,109.0,5,0.7954794404162017
3,2.0,1.5,143,4.85,Santa Maria Maior,T2,t,107.0,5,0.6535427702833619
4,2.0,2.0,177,4.91,São Vicente,T2,f,158.0,4,1.0277661159682279
4,2.0,2.0,13,4.77,Alvalade,T2,f,195.0,3,4.958063213148998
6,3.0,1.0,282,4.6,Misericórdia,T2,f,90.0,5,0.9404548583467374
4,2.0,2.0,160,4.65,Santa Maria Maior,T2,f,60.0,5,0.5503596338674152
3,3.0,1.0,144,4.81,Santo António,T2,t,110.0,5,2.1838233180764246
4,2.0,1.0,314,4.79,Arroios,T2,t,105.0,3,1.499228016437669
4,2.0,1.0,236,4.77,Alcântara,T2,t,94.0,3,3.48676571927413
4,3.0,2.0,167,4.84,São Vicente,T2,t,131.0,4,1.433394346501939
4,3.0,1.0,160,4.63,Santa Maria Maior,T2,f,149.0,5,0.15880147584564486
4,4.0,1.0,92,4.55,Santa Maria Maior,T2,f,179.0,5,0.8888837906564803
4,2.0,1.0,527,4.79,Santa Maria Maior,T2,t,81.0,5,0.8976125268567725
4,2.0,1.0,174,4.83,Penha de França,T2,t,99.0,2,1.8273505928399023
4,2.0,1.0,123,4.59,Misericórdia,T2,t,59.0,5,1.4150334729206087
5,5.0,1.0,391,4.72,Santa Maria Maior,T2,f,142.0,5,0.48140957124005995
5,2.0,1.0,285,4.53,Santa Maria Maior,T2,f,72.0,5,1.0695437976010436
5,4.0,1.0,511,4.87,Santa Maria Maior,T2,t,113.0,5,0.7758142793278683
8,4.0,2.0,145,4.45,Santa Maria Maior,T2,f,120.0,5,0.42765561878327807
4,2.0,1.0,275,4.6,Santa Maria Maior,T2,t,94.0,5,1.0384675535083905
4,2.0,1.0,353,4.61,Santa Maria Maior,T2,t,88.0,5,0.8520118311407556
4,2.0,2.0,78,4.68,Arroios,T2,f,85.0,3,2.1530620928101616
4,3.0,2.0,497,4.78,Misericórdia,T2,t,229.0,5,0.9974334843849014
6,3.0,1.0,222,4.94,São Vicente,T2,f,138.0,4,1.0726501246691393
2,1.0,1.0,455,4.63,Santa Maria Maior,T2,f,78.0,5,0.6183631202353651
4,3.0,2.5,347,4.73,Santa Maria Maior,T2,t,135.0,5,0.2178454323579978
3,1.0,1.0,374,4.89,São Vicente,T2,t,81.0,4,1.1077051190069056
4,2.0,1.0,343,4.49,São Vicente,T2,f,119.0,4,0.9167482460888129
5,4.0,1.0,275,4.92,São Vicente,T2,t,100.0,4,1.5123514406674095
6,4.0,1.0,387,4.79,Misericórdia,T2,t,109.0,5,0.9551057515050771
4,3.0,1.0,297,4.89,Estrela,T2,f,96.0,4,1.8421837227900153
4,4.0,1.0,78,4.76,Santa Maria Maior,T2,f,135.0,5,0.34692047875918425
4,3.0,1.0,348,4.86,Santa Maria Maior,T2,t,95.0,5,0.7976843675162703
4,2.0,1.0,581,4.78,São Vicente,T2,f,108.0,4,1.4202610070499992
6,4.0,1.0,213,4.84,Alvalade,T2,t,82.0,3,4.84821683635942
4,2.0,1.0,46,4.8,Arroios,T2,t,139.0,3,0.9758111701243323
5,4.0,1.0,283,4.88,Santo António,T2,t,165.0,5,1.6295495268832967
5,4.0,1.0,481,4.59,Arroios,T2,f,71.0,3,1.0762724618743673
4,2.0,1.0,202,4.89,Arroios,T2,t,98.0,3,1.507495559728857
4,3.0,1.0,332,4.76,Arroios,T2,t,158.0,3,1.088829871215389
4,2.0,1.0,227,4.87,Belém,T2,t,116.0,4,6.092806631382863
4,2.0,1.0,366,4.92,Santo António,T2,t,99.0,5,2.2174408528889766
4,3.0,1.0,24,4.79,Arroios,T2,f,170.0,3,3.0645381954081032
4,2.0,1.0,89,4.6,Marvila,T2,f,73.0,1,5.167982495287048
2,1.0,1.0,536,4.85,São Vicente,T2,t,93.0,4,1.2854667328539648
4,3.0,1.0,185,4.59,São Vicente,T2,t,72.0,4,0.9571926004674445
4,2.0,1.0,197,4.77,Santo António,T2,t,106.0,5,2.177438679632465
6,4.0,2.0,194,4.58,Santa Maria Maior,T2,t,81.0,5,0.45423743109019715
4,3.0,1.0,381,4.72,Santa Maria Maior,T2,f,87.0,5,0.9040357015797961
4,3.0,1.0,542,4.72,Santa Maria Maior,T2,f,75.0,5,0.746122498403988
4,2.0,1.5,34,4.91,Santa Maria Maior,T2,t,150.0,5,0.4990264213043826
4,3.0,1.0,367,4.52,Misericórdia,T2,f,59.0,5,1.1051293963663387
4,4.0,1.0,320,4.5,São Vicente,T2,f,54.0,4,1.4451396085980475
2,1.0,1.0,68,4.71,Misericórdia,T2,f,82.0,5,1.3160819827487424
4,3.0,1.0,22,4.5,Santa Maria Maior,T2,f,176.0,5,0.47959693860824887
2,2.0,1.0,201,4.9,Misericórdia,T2,t,88.0,5,0.8827275890938372
2,1.0,1.0,48,4.6,Misericórdia,T2,f,82.0,5,1.4126815362187906
6,4.0,1.0,59,4.58,Misericórdia,T2,f,132.0,5,0.9521195299878132
5,3.0,1.0,156,4.62,Arroios,T2,f,110.0,3,1.3502034630530342
4,2.0,1.0,237,4.73,Arroios,T2,f,85.0,3,1.3789919115099212
5,2.0,1.0,174,4.65,Belém,T2,f,50.0,4,5.820949603547863
3,2.0,1.0,158,4.94,Santo António,T2,t,122.0,5,1.271932573554299
4,3.0,1.0,231,4.86,Santa Maria Maior,T2,t,108.0,5,0.8681877472245422
6,3.0,1.0,287,4.51,Santa Maria Maior,T2,f,98.0,5,0.5478281567546751
4,3.0,1.0,503,4.72,Misericórdia,T2,t,71.0,5,1.1924698753732876
6,3.0,1.0,357,4.36,Santa Maria Maior,T2,f,88.0,5,0.39793712357957717
4,3.0,2.0,423,4.83,Santa Maria Maior,T2,t,200.0,5,0.5151051187333986
4,3.0,1.0,233,4.93,Santa Maria Maior,T2,t,149.0,5,0.7543448796382999
4,2.0,1.5,64,4.73,Arroios,T2,f,90.0,3,1.2793504914505123
5,3.0,1.0,99,4.82,Misericórdia,T2,f,109.0,5,1.5718374440998133
4,2.0,2.0,88,4.97,Estrela,T2,t,130.0,4,1.6904103399253345
4,2.0,1.0,675,4.94,Misericórdia,T2,t,120.0,5,1.1032935548642202
5,3.0,1.0,309,4.53,Misericórdia,T2,f,102.0,5,0.8851595936754438
6,3.0,1.0,69,4.8,Misericórdia,T2,t,150.0,5,1.4567962110117614
4,2.0,1.0,21,4.81,Alvalade,T2,t,120.0,3,4.907286620873822
5,4.0,1.0,434,4.82,Santa Maria Maior,T2,t,123.0,5,0.877543585603767
4,2.0,1.0,119,4.7,Estrela,T2,f,36.0,4,2.197683303059813
4,3.0,1.0,22,4.55,Santa Maria Maior,T2,f,158.0,5,0.4971706108868151
4,2.0,1.0,103,4.48,Misericórdia,T2,f,87.0,5,1.017990311441676
4,1.0,1.0,88,4.82,Misericórdia,T2,f,54.0,5,1.5908494028764142
4,3.0,1.0,526,4.87,Misericórdia,T2,f,89.0,5,1.3598257791659087
5,2.0,1.0,51,4.43,Santa Maria Maior,T2,f,78.0,5,0.7475129128782577
4,2.0,1.0,208,4.66,Santa Maria Maior,T2,t,128.0,5,0.7830046052914362
5,4.0,1.0,435,4.61,Santa Maria Maior,T2,f,67.0,5,1.034673069120314
4,3.0,1.0,286,4.42,Misericórdia,T2,f,96.0,5,1.0188628684165633
3,2.0,1.0,323,4.38,Misericórdia,T2,f,73.0,5,0.9727421691762402
4,2.0,3.0,38,4.42,Misericórdia,T2,f,200.0,5,0.7703445853782867
6,4.0,1.0,397,4.71,Santa Maria Maior,T2,f,66.0,5,0.8023652294166274
4,3.0,1.0,212,4.47,São Vicente,T2,f,47.0,4,1.1512269237837378
8,5.0,2.0,313,4.82,São Vicente,T2,t,207.0,4,0.8324957570283475
6,4.0,1.0,93,4.61,Parque das Nações,T2,f,159.0,3,8.465017229042292
5,2.0,1.0,5,4.4,Arroios,T2,f,160.0,3,1.0466606284899382
4,3.0,1.0,1,4.0,São Vicente,T2,f,133.0,4,1.2566067415966353
4,3.0,1.0,326,4.85,Santa Maria Maior,T2,t,126.0,5,0.5611871897730316
3,2.0,1.0,221,4.79,Misericórdia,T2,f,60.0,5,1.0386939546672223
4,2.0,1.0,230,4.7,Misericórdia,T2,f,71.0,5,0.9857714891035044
4,2.0,1.0,166,4.83,Arroios,T2,t,100.0,3,2.1151001185312244
4,2.0,1.0,36,4.14,Santa Maria Maior,T2,f,86.0,5,0.5279375890920665
4,3.0,1.0,122,4.84,Misericórdia,T2,t,116.0,5,1.3339097577072232
4,2.0,1.0,204,4.93,Santa Maria Maior,T2,t,105.0,5,1.1147489744304238
6,3.0,1.0,208,4.65,Misericórdia,T2,f,121.0,5,1.1035274700491386
4,3.0,2.0,321,4.85,Misericórdia,T2,f,164.0,5,0.5962675532918407
4,2.0,1.0,11,4.0,Santa Maria Maior,T2,f,30.0,5,1.2312040712385552
4,2.0,1.0,77,4.74,Penha de França,T2,f,90.0,2,1.7787848027363455
4,2.0,1.0,449,4.75,São Vicente,T2,f,108.0,4,1.361514460667072
4,2.0,1.0,181,4.45,Misericórdia,T2,f,76.0,5,1.009683595885469
4,2.0,1.0,6,4.17,Estrela,T2,f,149.0,4,1.7902560574577282
4,2.0,1.0,0,4.657256773399015,Campo de Ourique,T2,f,90.0,3,2.851303444200102
4,3.0,1.0,432,4.91,Santo António,T2,t,144.0,5,1.5112190004093315
2,2.0,1.0,449,4.68,Santa Maria Maior,T2,t,67.0,5,0.6328194142800772
6,4.0,2.0,329,4.48,Santa Maria Maior,T2,f,144.0,5,0.5323194695880591
5,4.0,1.0,327,4.89,Santa Maria Maior,T2,t,90.0,5,1.03886982614344
4,2.0,2.0,149,4.66,Santa Maria Maior,T2,f,119.0,5,0.5317678890398946
6,3.0,2.0,410,4.74,Santa Maria Maior,T2,f,123.0,5,0.2640471540970493
4,3.0,1.0,25,4.6,Avenidas Novas,T2,f,101.0,3,3.863091096915598
6,4.0,1.5,45,4.84,Lumiar,T2,t,109.0,2,7.9244748066545405
4,3.0,1.0,35,4.63,Santa Maria Maior,T2,f,165.0,5,0.3076880451866168
4,2.0,1.0,31,4.55,Misericórdia,T2,f,122.0,5,1.20541736562219
4,2.0,1.0,143,4.35,Santa Maria Maior,T2,f,99.0,5,0.8642176185053774
4,2.0,2.0,193,4.9,Estrela,T2,t,190.0,4,1.8293215071733433
4,2.0,1.0,377,4.68,Santa Maria Maior,T2,t,100.0,5,0.5304452205122815
4,2.0,1.0,45,4.38,Misericórdia,T2,f,111.0,5,1.20541736562219
5,3.0,1.0,273,4.88,Santa Maria Maior,T2,t,149.0,5,0.8499345589704377
4,4.0,1.0,178,4.56,Santa Maria Maior,T2,f,72.0,5,0.8559013616457113
4,2.0,2.0,289,4.89,Santa Maria Maior,T2,t,188.0,5,0.37148919942857295
4,8.0,2.0,491,4.84,Misericórdia,T2,t,156.0,5,1.539664472857371
4,2.0,2.0,143,4.69,Misericórdia,T2,t,135.0,5,0.7740328939689541
4,3.0,2.0,37,4.84,Santa Maria Maior,T2,f,204.0,5,0.7818847653612547
4,3.0,1.0,528,4.81,Santa Maria Maior,T2,t,97.0,5,0.3746226817689978
4,3.0,1.0,516,4.86,Santa Maria Maior,T2,t,116.0,5,0.4372820691773658
4,3.0,2.0,66,4.65,Estrela,T2,f,94.0,4,2.027354976910275
3,2.0,1.0,429,4.36,Misericórdia,T2,f,54.0,5,0.9943164680787048
4,3.0,1.0,141,4.49,São Vicente,T2,f,77.0,4,0.9557314169962414
4,4.0,1.0,17,3.94,Penha de França,T2,f,93.0,2,2.1910197059953695
4,2.0,1.0,269,4.7,Santa Maria Maior,T2,f,110.0,5,0.8106057858738138
5,3.0,1.0,324,4.94,São Vicente,T2,t,144.0,4,1.232355193977051
4,3.0,1.0,26,4.58,Santa Maria Maior,T2,f,158.0,5,0.49436463840183836
4,2.0,1.0,18,4.72,Estrela,T2,f,160.0,4,2.1010881549060993
5,4.0,1.0,265,4.55,São Vicente,T2,f,63.0,4,1.436305690107749
4,2.0,1.0,281,4.82,Santo António,T2,t,133.0,5,1.727303245619843
3,2.0,1.0,7,5.0,Areeiro,T2,f,62.0,2,4.197182933650169
3,3.0,1.0,32,4.5,Belém,T2,f,100.0,4,5.174952167810087
6,3.0,1.0,0,4.657256773399015,Santa Maria Maior,T2,f,198.0,5,1.031105575125732
3,2.0,1.0,9,4.44,Arroios,T2,f,78.0,3,1.7990454297879648
4,3.0,1.0,473,4.84,Santa Maria Maior,T2,t,92.0,5,0.8315752933306254
4,3.0,2.0,259,4.8,Santo António,T2,f,113.0,5,2.4180303715479083
5,3.0,1.0,97,4.91,Arroios,T2,t,124.0,3,1.7058194332649952
4,2.0,1.0,85,4.45,Alcântara,T2,f,41.0,3,4.1493847129601225
4,3.0,1.0,383,4.76,Beato,T2,t,64.0,2,3.196212623657077
4,2.0,1.0,278,4.31,Misericórdia,T2,f,89.0,5,1.1238825237272099
4,2.0,1.0,183,4.71,Santa Maria Maior,T2,t,104.0,5,0.6602537811777757
4,2.0,1.0,251,4.64,Santa Maria Maior,T2,t,153.0,5,0.7110352947665192
5,3.0,1.0,82,4.77,Belém,T2,t,86.0,4,5.915662605469085
4,2.0,1.0,500,4.7,Santa Maria Maior,T2,f,90.0,5,1.0753600396300593
4,4.0,2.0,260,4.58,Arroios,T2,f,132.0,3,1.898397802464787
6,3.0,1.0,285,4.75,Misericórdia,T2,t,111.0,5,1.0351428740192716
4,2.0,2.0,31,4.94,São Vicente,T2,t,134.0,4,1.5836970542799003
3,2.0,1.0,121,4.88,Alcântara,T2,t,87.0,3,4.271864102371009
4,2.0,1.0,157,4.38,São Vicente,T2,f,70.0,4,1.5718484056160196
4,4.0,1.0,158,4.79,São Vicente,T2,t,90.0,4,1.6611127667209562
6,4.0,1.0,249,4.34,Estrela,T2,f,86.0,4,1.8537803356522888
3,2.0,1.0,151,4.89,Belém,T2,t,75.0,4,5.184103369205553
4,3.0,1.0,184,4.91,Arroios,T2,t,90.0,3,2.608960276078537
6,3.0,1.0,310,4.83,Campo de Ourique,T2,t,81.0,3,2.5077348192280917
5,3.0,1.0,77,4.47,Estrela,T2,f,106.0,4,2.368478470672025
4,3.0,1.0,136,4.82,Santa Maria Maior,T2,t,146.0,5,0.8611686171107035
6,3.0,1.0,406,4.61,Santa Maria Maior,T2,f,111.0,5,0.99035341834738
4,3.0,1.0,237,4.81,Santa Maria Maior,T2,t,109.0,5,0.6276517641530587
4,4.0,2.0,293,4.65,Misericórdia,T2,f,90.0,5,1.1032103197119942
6,3.0,1.0,160,4.63,Misericórdia,T2,f,100.0,5,1.02151517660411
4,4.0,2.0,85,4.85,Santa Maria Maior,T2,t,152.0,5,0.8491978422360268
4,4.0,1.0,365,4.84,Santa Maria Maior,T2,t,175.0,5,0.3197864380893618
4,4.0,2.5,54,4.78,Parque das Nações,T2,f,162.0,3,7.472265163849613
5,4.0,1.0,215,4.41,Campo de Ourique,T2,f,57.0,3,2.024548081456845
6,2.0,1.0,288,4.67,Misericórdia,T2,t,121.0,5,1.058386232006771
5,4.0,2.0,378,4.62,São Vicente,T2,f,85.0,4,1.6571682868534705
4,2.0,1.0,360,4.96,Santa Maria Maior,T2,t,187.0,5,0.8835070148047536
5,2.0,2.0,393,4.72,Santa Maria Maior,T2,f,127.0,5,0.7756690155979196
4,2.0,1.0,131,4.63,Santa Maria Maior,T2,f,106.0,5,0.9595903545216836
4,3.0,2.0,188,4.86,Santa Maria Maior,T2,t,194.0,5,0.434777394991411
4,4.0,1.0,137,4.86,Misericórdia,T2,f,145.0,5,1.533483827497195
5,3.0,1.0,109,4.62,Santo António,T2,f,104.0,5,1.4363519791548482
4,2.0,1.0,393,4.87,Arroios,T2,t,95.0,3,1.5411736502597366
4,3.0,2.5,204,4.87,Misericórdia,T2,f,215.0,5,0.6958341893849374
4,3.0,1.0,9,4.56,Areeiro,T2,t,71.0,2,4.053408431023641
6,5.0,1.0,211,4.64,Santo António,T2,f,97.0,5,1.6859929400043787
4,3.0,2.0,88,4.4,Santa Maria Maior,T2,f,119.0,5,0.8763033056556041
4,2.0,1.0,266,4.97,Santa Maria Maior,T2,t,168.0,5,0.8812608119285378
4,3.0,1.0,175,4.35,São Vicente,T2,f,86.0,4,1.5538786264564666
4,2.0,1.0,471,4.93,Santa Maria Maior,T2,t,160.0,5,0.8851847184343519
4,2.0,1.0,173,4.91,Alvalade,T2,t,96.0,3,4.87709400393985
4,3.0,1.0,212,4.84,São Vicente,T2,t,76.0,4,1.5011797899219295
4,3.0,1.0,381,4.96,Arroios,T2,t,80.0,3,1.5991877558304635
6,3.0,1.0,258,4.53,São Vicente,T2,f,60.0,4,1.4715036974903224
5,3.0,2.0,304,4.77,Santa Maria Maior,T2,t,87.0,5,0.7546577088894562
6,3.0,1.5,257,4.86,Santo António,T2,t,112.0,5,1.943375837301387
4,3.0,1.0,326,4.84,Santa Maria Maior,T2,t,116.0,5,0.8791535166157353
6,4.0,1.0,553,4.56,Santo António,T2,f,90.0,5,1.701265142926318
5,3.0,1.0,153,4.5,Parque das Nações,T2,f,79.0,3,7.653984937158938
5,3.0,1.0,286,4.61,Misericórdia,T2,f,101.0,5,1.0063988450652896
4,2.0,1.0,98,4.82,Campo de Ourique,T2,t,93.0,3,2.305779329103864
4,3.0,1.0,374,4.86,Santa Maria Maior,T2,t,170.0,5,0.38738342207862186
4,2.0,2.0,75,4.59,Misericórdia,T2,t,118.0,5,1.112794535002379
4,2.0,1.0,146,4.72,Santa Maria Maior,T2,f,138.0,5,0.9770877082238555
4,3.0,1.0,384,4.79,Santa Maria Maior,T2,t,119.0,5,0.8167509347772854
6,3.0,1.0,226,4.73,Misericórdia,T2,f,87.0,5,1.1274035460098712
3,3.0,1.0,162,4.83,Santa Maria Maior,T2,t,114.0,5,1.0437751501070862
4,3.0,1.0,246,4.81,Misericórdia,T2,t,93.0,5,0.8813100296740748
6,3.0,2.0,373,4.83,Misericórdia,T2,t,126.0,5,0.8909751861375198
4,4.0,1.0,296,4.73,Misericórdia,T2,t,66.0,5,1.2815272197448542
4,3.0,1.0,25,4.92,Santa Maria Maior,T2,t,120.0,5,0.6784102650676623
4,3.0,2.5,275,4.82,Misericórdia,T2,t,114.0,5,1.006724117162156
4,2.0,1.0,474,4.89,Santa Maria Maior,T2,t,90.0,5,0.808633726780451
6,4.0,1.0,527,4.7,Santo António,T2,f,81.0,5,1.6834233496953162
6,5.0,2.0,293,4.66,Santa Maria Maior,T2,f,100.0,5,0.7285208859413425
4,3.0,1.0,108,4.8,Misericórdia,T2,t,111.0,5,1.625095299970254
5,4.0,1.0,107,4.56,Santa Maria Maior,T2,f,94.0,5,1.1691739015036013
4,2.0,1.0,90,4.7,Santa Maria Maior,T2,t,86.0,5,0.8855839925910779
4,1.0,1.0,93,4.83,São Vicente,T2,f,112.0,4,0.9452995435279836
3,2.0,1.0,209,4.5,Misericórdia,T2,f,83.0,5,0.8929638006040491
4,3.0,2.5,284,4.8,Santa Maria Maior,T2,t,139.0,5,0.30529169537058165
4,3.0,1.0,86,4.29,Arroios,T2,f,87.0,3,1.7180275646195227
6,4.0,1.0,346,4.79,Misericórdia,T2,t,99.0,5,1.017719633047761
2,1.0,1.0,232,4.75,Areeiro,T2,t,62.0,2,4.242498024969048
6,3.0,2.0,44,4.55,Parque das Nações,T2,f,147.0,3,8.00287276126523
4,2.0,1.0,48,4.85,Santa Maria Maior,T2,t,80.0,5,1.2157115255714537
4,3.0,1.0,62,4.48,Misericórdia,T2,f,167.0,5,1.6269505096422423
6,3.0,1.0,23,4.7,Santa Maria Maior,T2,f,143.0,5,0.905890791144954
4,2.0,1.0,115,4.64,Misericórdia,T2,f,89.0,5,1.6302597215142494
4,2.0,1.0,133,4.63,Santo António,T2,f,86.0,5,1.8479594355046134
4,3.0,1.0,152,4.41,Misericórdia,T2,f,100.0,5,1.5905876390755884
4,3.0,1.0,162,4.86,Santo António,T2,f,87.0,5,2.192579033562677
4,3.0,1.0,200,4.94,São Vicente,T2,t,73.0,4,1.3507374889130432
6,5.0,1.0,542,4.6,Santa Maria Maior,T2,f,89.0,5,0.8961579911751384
4,3.0,1.0,145,4.54,São Vicente,T2,t,102.0,4,1.5086471321302322
4,2.0,1.0,229,4.86,Santo António,T2,t,218.0,5,1.83989246307975
5,3.0,1.0,350,4.83,Misericórdia,T2,f,103.0,5,0.955828442017734
3,2.0,1.0,243,4.77,Santa Maria Maior,T2,t,60.0,5,1.1161417175601946
4,3.0,1.0,18,4.83,Alcântara,T2,t,38.0,3,3.984926740628583
4,3.0,2.0,282,4.77,Misericórdia,T2,f,150.0,5,0.8572520213926078
4,3.0,1.0,294,4.88,São Vicente,T2,t,83.0,4,1.524651575423226
4,2.0,1.0,12,4.75,Santa Maria Maior,T2,f,115.0,5,0.9449794212447241
6,3.0,1.0,21,4.76,Santa Maria Maior,T2,f,111.0,5,0.3402255333480497
5,3.0,2.0,132,4.76,Estrela,T2,f,128.0,4,2.006500971498936
4,4.0,2.0,284,4.83,Misericórdia,T2,f,120.0,5,0.9348761151906583
5,3.0,2.5,240,4.35,Santa Maria Maior,T2,f,92.0,5,0.6408566512934206
5,4.0,1.0,68,4.88,São Vicente,T2,t,193.0,4,1.4454078631466691
5,5.0,1.0,31,4.1,Campo de Ourique,T2,f,106.0,3,2.5674570983828833
6,6.0,1.0,38,4.58,Santa Maria Maior,T2,f,148.0,5,0.8116243578752431
4,2.0,1.0,318,4.84,Santa Maria Maior,T2,f,108.0,5,0.6854870155608361
4,3.0,1.0,348,4.93,Santa Maria Maior,T2,t,141.0,5,0.7119576299798495
4,3.0,1.0,208,4.49,Santa Maria Maior,T2,f,99.0,5,0.8799117182844012
3,2.0,1.0,63,4.9,São Vicente,T2,t,65.0,4,1.5383777126594749
6,4.0,1.0,264,4.67,São Vicente,T2,f,75.0,4,1.2475822232633424
5,4.0,2.0,104,4.73,Misericórdia,T2,f,160.0,5,1.5838262896598096
4,5.0,1.0,104,4.55,São Vicente,T2,f,74.0,4,1.6771272200689946
4,3.0,2.0,31,4.61,Santa Maria Maior,T2,f,97.0,5,0.6838831944250868
4,2.0,1.0,403,4.79,Santa Maria Maior,T2,f,226.0,5,1.0061729624262357
5,4.0,1.0,222,4.62,Estrela,T2,f,111.0,4,1.8675145253156002
4,3.0,1.0,144,4.9,Misericórdia,T2,t,113.0,5,0.9910762483039723
6,3.0,2.0,112,4.76,Arroios,T2,t,97.0,3,2.3228951666482254
4,2.0,1.0,227,4.59,Misericórdia,T2,f,101.0,5,0.9256156016623857
4,3.0,2.0,423,4.81,Arroios,T2,f,112.0,3,1.1932674702586494
4,3.0,1.0,312,4.81,Misericórdia,T2,t,112.0,5,0.9298813158141833
4,3.0,1.0,384,4.6,Santa Maria Maior,T2,f,104.0,5,0.515162472946083
4,3.0,1.0,138,4.48,Santa Maria Maior,T2,f,93.0,5,1.023804803477538
4,3.0,1.0,306,4.67,Santa Maria Maior,T2,f,104.0,5,0.9724066100486533
5,4.0,1.0,177,4.77,Alvalade,T2,t,67.0,3,4.6132045565600395
