accommodates,beds,bathrooms,number_of_reviews,review_scores_rating,neighbourhood_cleansed,tipologia,host_is_superhost,price,atratividade_bairro,dist_centro_km
2,1.0,1.0,85,4.32,Santa Maria Maior,T0,f,51.0,5,0.6376758123368249
2,1.0,1.0,32,4.78,Santa Maria Maior,T0,f,110.0,5,0.719778924320495
3,2.0,1.0,21,4.81,Santa Maria Maior,T0,f,119.0,5,0.7999833403259499
4,2.0,1.0,208,4.67,Penha de França,T0,t,52.0,2,2.5791766382805346
4,2.0,1.0,61,4.38,Santa Maria Maior,T0,f,63.0,5,0.7769734001334033
4,2.0,1.0,75,4.37,Santa Maria Maior,T0,f,57.0,5,0.7769734001334033
3,2.0,1.0,58,4.31,Arroios,T0,f,72.0,3,1.6138014177626852
3,2.0,1.0,53,4.28,Avenidas Novas,T0,f,40.0,3,4.439510190229249
4,2.0,1.0,37,3.92,Campo de Ourique,T0,f,51.0,3,3.247217843045448
3,1.0,1.0,22,3.36,Campolide,T0,f,51.0,3,3.3168611008272837
2,1.0,1.0,0,4.6152753108348135,Santa Maria Maior,T0,f,100.0,5,0.7878040992982762
3,1.0,1.0,14,3.71,Campo de Ourique,T0,f,51.0,3,3.264510994957668
2,1.0,1.0,247,4.91,Estrela,T0,t,67.0,4,2.105538075659861
2,1.0,1.0,129,4.81,Santa Maria Maior,T0,f,62.0,5,0.8003381241556986
4,3.0,1.0,16,4.88,Santa Maria Maior,T0,f,115.0,5,0.6960647250764938
2,2.0,1.0,59,3.8,Santa Maria Maior,T0,f,57.0,5,0.7287115551308246
2,1.0,1.0,22,4.5,Misericórdia,T0,f,80.0,5,0.6309081257109395
2,1.0,1.0,53,4.58,Misericórdia,T0,f,120.0,5,1.3936517624883789
2,1.0,0.0,63,4.49,Misericórdia,T0,f,65.0,5,1.3840786321017104
2,1.0,1.0,80,4.14,Santa Maria Maior,T0,f,57.0,5,0.7395134721077128
2,1.0,1.0,17,4.65,Estrela,T0,f,55.0,4,2.7069735719291885
2,1.0,1.0,170,4.96,Misericórdia,T0,t,100.0,5,0.9888287156038922
2,1.0,1.0,92,4.22,Santo António,T0,f,90.0,5,1.5764138096982692
2,1.0,1.0,108,4.83,São Vicente,T0,f,78.0,4,1.0155811869106997
4,1.0,1.0,115,4.57,Campolide,T0,f,74.0,3,3.4024214532097585
2,1.0,1.0,162,4.87,Santa Maria Maior,T0,t,89.0,5,1.0345464766360375
3,1.0,1.0,52,4.96,Santo António,T0,t,67.0,5,1.3735475732186624
2,1.0,1.0,26,4.65,Estrela,T0,f,72.0,4,1.757185049822994
2,1.0,1.0,47,4.0,Ajuda,T0,f,70.0,2,5.596921466009234
2,1.0,1.0,71,4.38,Ajuda,T0,f,75.0,2,5.73655133818666
2,1.0,1.0,70,4.5,Ajuda,T0,f,65.0,2,5.71080554402824
2,1.0,1.0,64,4.39,Ajuda,T0,f,42.0,2,5.7940993875634925
2,1.0,1.0,65,4.57,Ajuda,T0,f,49.0,2,5.80053880184087
2,1.0,1.0,19,4.21,Estrela,T0,f,81.0,4,2.6890374799670598
3,2.0,1.0,99,4.58,Arroios,T0,f,59.0,3,1.5209258176136338
3,2.0,1.0,84,4.43,Arroios,T0,f,59.0,3,1.6381634241060594
4,2.0,1.0,75,4.87,Belém,T0,f,64.0,4,5.8458628844512575
4,2.0,1.0,0,4.6152753108348135,Santa Maria Maior,T0,f,77.0,5,0.6990340036380944
2,1.0,1.0,4,4.5,Santa Maria Maior,T0,f,105.0,5,0.7589212563841304
2,1.0,1.0,143,4.5,Misericórdia,T0,f,60.0,5,1.5357977984224496
1,1.0,1.0,3,3.67,Santo António,T0,f,71.0,5,1.455864343399684
2,1.0,0.0,1,4.0,Avenidas Novas,T0,f,73.0,3,4.142683357816716
4,2.0,1.0,59,4.93,Belém,T0,f,63.0,4,5.967173436716535
4,2.0,1.0,82,4.89,Santo António,T0,f,82.0,5,1.9395380957631647
2,1.0,1.0,17,4.76,Misericórdia,T0,f,72.0,5,1.3976033796039733
2,1.0,1.0,59,4.8,Misericórdia,T0,f,75.0,5,1.3976033796039733
2,1.0,1.0,71,4.82,Santo António,T0,t,81.0,5,1.6945971857621196
2,1.0,1.0,87,4.8,São Vicente,T0,f,72.0,4,0.9152179729483025
3,1.0,1.0,27,4.3,Santo António,T0,f,48.0,5,2.409180109889948
6,5.0,1.0,18,4.06,Santo António,T0,f,108.0,5,2.0598059645094744
2,1.0,1.0,8,4.63,Misericórdia,T0,f,88.0,5,1.0215079782706755
1,1.0,1.0,89,4.82,Estrela,T0,t,67.0,4,2.018214611417855
2,1.0,1.0,128,4.63,Misericórdia,T0,f,56.0,5,1.1100386530274933
2,1.0,1.0,110,4.73,Santa Maria Maior,T0,f,105.0,5,0.7525005461633055
2,1.0,1.0,59,4.76,Alcântara,T0,t,91.0,3,3.4581525669263975
2,1.0,1.0,11,4.64,Misericórdia,T0,f,99.0,5,1.4475082435512392
2,1.0,1.0,85,4.96,São Vicente,T0,f,75.0,4,1.3628708776125837
2,2.0,1.0,60,4.73,Arroios,T0,f,76.0,3,2.3296668965870895
2,1.0,1.0,13,4.31,Santa Maria Maior,T0,f,81.0,5,1.020650970899969
3,2.0,1.0,5,5.0,Belém,T0,f,95.0,4,5.113507968533281
4,1.0,0.0,15,4.93,Estrela,T0,t,103.0,4,1.7177735429810268
2,1.0,1.0,81,4.77,Misericórdia,T0,f,65.0,5,1.2902145826826628
2,1.0,1.0,71,4.66,Estrela,T0,f,62.0,4,1.7355399441681885
4,2.0,0.0,9,4.67,Ajuda,T0,f,59.0,2,5.04962425621992
2,1.0,1.0,62,4.73,Santa Maria Maior,T0,t,61.0,5,1.366295062760497
2,2.0,1.0,3,4.33,Santa Maria Maior,T0,f,86.0,5,1.0878652998707474
2,1.0,1.0,27,4.78,São Vicente,T0,f,38.0,4,1.4591064665453946
2,1.0,1.0,115,4.87,Misericórdia,T0,t,59.0,5,0.8950340501433443
2,1.0,1.0,0,4.6152753108348135,Estrela,T0,f,122.0,4,3.3322757841384765
2,2.0,1.0,3,4.67,Estrela,T0,f,139.0,4,3.3322757841384765
2,1.0,1.0,25,4.4,Penha de França,T0,f,70.0,2,2.460686192493201
2,1.0,1.0,68,4.57,Arroios,T0,f,74.0,3,2.320194338169628
3,2.0,1.0,5,5.0,Santa Maria Maior,T0,f,125.0,5,0.7714885924931141
3,2.0,1.0,31,4.71,Penha de França,T0,f,55.0,2,2.506890091254694
2,1.0,1.0,8,4.25,São Domingos de Benfica,T0,f,106.0,1,6.295535800522543
2,1.0,1.0,42,4.6,Arroios,T0,t,56.0,3,1.5950320203514963
2,1.0,1.0,0,4.6152753108348135,Santa Maria Maior,T0,f,49.0,5,0.6182276949174004
2,1.0,1.0,9,4.44,São Domingos de Benfica,T0,f,64.0,1,5.997230774458636
2,2.0,1.5,78,4.37,Santa Maria Maior,T0,f,43.0,5,0.8360768155699994
2,1.0,1.0,12,4.83,Estrela,T0,f,56.0,4,1.8586799356860086
4,2.0,1.0,96,4.85,Santa Maria Maior,T0,f,76.0,5,0.3927355264142044
2,1.0,1.0,22,4.86,Estrela,T0,f,102.0,4,3.1853456508812408
2,1.0,1.0,0,4.6152753108348135,Misericórdia,T0,f,142.0,5,1.5330345113110049
2,1.0,1.0,12,4.25,Santo António,T0,f,76.0,5,1.998351204975227
4,2.0,1.0,8,4.38,Parque das Nações,T0,f,98.0,3,6.797267239732967
7,4.0,2.0,35,4.8,Parque das Nações,T0,f,117.0,3,6.789202309396376
5,3.0,1.0,9,4.44,Parque das Nações,T0,f,90.0,3,6.7661546258640355
5,3.0,1.0,16,4.5,Parque das Nações,T0,f,102.0,3,6.9429551937196194
6,0.0,1.0,23,4.65,Parque das Nações,T0,f,101.0,3,6.670688446768767
2,1.0,1.0,35,4.4,Santa Maria Maior,T0,f,86.0,5,0.8996224301246254
2,2.0,1.0,2,5.0,Misericórdia,T0,f,113.0,5,1.3600992972533514
2,1.0,1.0,13,4.08,Misericórdia,T0,f,64.0,5,1.3662945230703425
2,1.0,1.0,70,4.94,Misericórdia,T0,t,135.0,5,1.3430138272908563
3,1.0,1.0,23,4.52,Santo António,T0,f,54.0,5,1.486116573709613
2,2.0,1.0,24,4.96,Parque das Nações,T0,t,80.0,3,9.814327286905122
2,1.0,1.0,53,4.62,Estrela,T0,f,103.0,4,3.034453043022599
1,1.0,1.0,31,4.84,Estrela,T0,f,81.0,4,3.0341297982309934
2,1.0,1.0,6,4.67,Arroios,T0,t,124.0,3,1.5307953448802523
2,1.0,1.5,18,4.72,Misericórdia,T0,f,105.0,5,1.490009111296497
3,2.0,1.0,0,4.6152753108348135,Alvalade,T0,f,104.0,3,4.403781067138868
3,2.0,1.0,1,5.0,Areeiro,T0,f,107.0,2,4.241517088160407
3,2.0,1.0,0,4.6152753108348135,Areeiro,T0,f,96.0,2,4.180204322863562
3,2.0,1.0,0,4.6152753108348135,Alvalade,T0,f,104.0,3,4.426421245979111
3,2.0,1.0,0,4.6152753108348135,Alvalade,T0,f,119.0,3,4.43771584375662
2,1.0,1.0,117,4.7,São Vicente,T0,f,88.0,4,0.834892350193668
2,1.0,1.0,2,5.0,Arroios,T0,f,102.0,3,2.8787938623787324
2,1.0,1.0,29,4.1,Arroios,T0,f,50.0,3,1.5549120383690989
3,2.0,2.0,0,4.6152753108348135,Arroios,T0,f,125.0,3,2.829065103161647
3,2.0,1.0,31,4.42,Santa Maria Maior,T0,f,79.0,5,1.0684280261270465
2,2.0,1.0,31,4.87,Campo de Ourique,T0,t,63.0,3,2.7145931346302223
2,2.0,1.0,30,4.8,Campo de Ourique,T0,t,63.0,3,2.7145931346302223
2,2.0,1.0,27,4.96,Campo de Ourique,T0,t,63.0,3,2.7145931346302223
2,1.0,1.0,14,4.71,Santa Maria Maior,T0,f,69.0,5,0.2854999181413671
2,1.0,1.0,14,4.64,Santa Maria Maior,T0,f,53.0,5,0.7744479023223685
2,1.0,1.0,67,4.73,Santa Maria Maior,T0,t,54.0,5,0.8599771385154912
2,2.0,1.0,31,4.9,Campo de Ourique,T0,t,63.0,3,2.7145931346302223
2,2.0,1.0,21,4.71,Campo de Ourique,T0,t,63.0,3,2.7145931346302223
2,2.0,1.0,30,4.87,Campo de Ourique,T0,t,63.0,3,2.7145931346302223
2,2.0,1.0,29,4.83,Campo de Ourique,T0,t,63.0,3,2.816634509954141
2,2.0,1.0,26,4.88,Campo de Ourique,T0,t,63.0,3,2.7145931346302223
2,2.0,1.0,26,4.73,Campo de Ourique,T0,t,63.0,3,2.7145931346302223
4,2.0,1.0,32,4.72,Santa Maria Maior,T0,f,86.0,5,0.4634406211063063
2,2.0,1.0,18,4.83,Campo de Ourique,T0,t,95.0,3,2.7145931346302223
2,1.0,1.0,9,4.33,Misericórdia,T0,f,113.0,5,0.89303086599148
2,1.0,1.0,15,4.53,Misericórdia,T0,f,109.0,5,0.843805559306229
2,1.0,1.0,3,4.0,Misericórdia,T0,f,98.0,5,0.9512444070083534
4,2.0,1.0,7,4.71,Misericórdia,T0,f,129.0,5,1.005456378636133
4,2.0,1.0,1,4.0,Misericórdia,T0,f,130.0,5,0.8988028238675876
4,2.0,1.0,1,4.0,Misericórdia,T0,f,128.0,5,0.8033805491905295
4,1.0,1.0,4,3.25,Santa Maria Maior,T0,f,55.0,5,1.0487128811504276
2,1.0,1.0,63,4.54,Santa Maria Maior,T0,f,68.0,5,0.640289133406567
2,1.0,1.0,100,4.79,São Vicente,T0,t,87.0,4,0.833167066825086
2,2.0,1.0,20,4.9,Santa Maria Maior,T0,f,145.0,5,0.6844978439858205
2,1.0,1.0,33,4.73,Santa Maria Maior,T0,f,60.0,5,0.8503106249761795
2,1.0,1.0,34,4.15,Santa Maria Maior,T0,f,70.0,5,1.1192816646000783
2,1.0,1.0,1,5.0,Marvila,T0,f,104.0,1,5.277936369663888
2,1.0,1.0,16,4.38,Santa Maria Maior,T0,f,30.0,5,1.0385730741049997
2,1.0,1.0,53,4.7,Misericórdia,T0,t,57.0,5,1.4398536511362066
4,2.0,1.0,55,4.78,Misericórdia,T0,f,104.0,5,1.4421777585645275
2,1.0,1.0,52,4.88,Santa Maria Maior,T0,t,66.0,5,0.6670933384582578
8,5.0,2.0,26,4.58,São Domingos de Benfica,T0,f,82.0,1,5.691978394149925
2,1.0,1.0,16,4.69,Alcântara,T0,f,47.0,3,4.741145441453012
2,1.0,1.0,8,4.5,Alcântara,T0,f,45.0,3,4.770310678762179
3,2.0,1.0,3,2.67,Alcântara,T0,f,45.0,3,4.7604178765067795
2,1.0,1.0,47,4.53,Misericórdia,T0,f,38.0,5,1.7762983918339088
2,1.0,1.0,50,4.7,São Vicente,T0,f,57.0,4,1.2330434892067363
2,1.0,1.0,18,4.61,São Domingos de Benfica,T0,f,98.0,1,5.310780797113244
2,1.0,1.0,21,4.62,São Domingos de Benfica,T0,f,96.0,1,5.0932776680544825
4,1.0,1.0,2,5.0,São Domingos de Benfica,T0,f,110.0,1,5.169557276174228
2,2.0,1.0,8,4.25,Santa Maria Maior,T0,f,65.0,5,0.6661077590614471
2,1.0,1.0,15,4.53,Santo António,T0,f,92.0,5,2.338120105580884
2,1.0,1.0,0,4.6152753108348135,Avenidas Novas,T0,f,89.0,3,3.6865232054778665
2,1.0,1.0,28,4.5,Misericórdia,T0,f,110.0,5,1.280215423499351
3,2.0,1.0,5,5.0,Santo António,T0,t,75.0,5,1.2791412465065177
2,0.0,1.0,15,4.8,São Vicente,T0,f,56.0,4,1.7581837334163453
2,1.0,1.0,19,4.95,Parque das Nações,T0,t,35.0,3,6.762977928765935
2,0.0,1.0,20,4.3,São Vicente,T0,f,70.0,4,1.6493378271091645
2,1.0,1.0,1,5.0,Marvila,T0,f,95.0,1,5.224221438138313
2,1.0,1.0,0,4.6152753108348135,Estrela,T0,f,81.0,4,2.9338524136117448
2,1.0,1.0,20,4.25,Arroios,T0,f,56.0,3,1.5598791991610155
3,2.0,1.0,54,4.89,Misericórdia,T0,f,100.0,5,1.3338842590511728
1,0.0,1.0,10,4.6,São Vicente,T0,f,68.0,4,1.642799237015926
2,0.0,1.0,14,4.5,São Vicente,T0,f,70.0,4,1.5917429861473835
2,1.0,1.0,27,4.37,Santa Maria Maior,T0,f,54.0,5,1.1739449724131596
3,2.0,1.0,38,3.87,Santa Maria Maior,T0,f,95.0,5,1.0213552931727754
2,1.0,1.0,35,4.57,Santa Maria Maior,T0,f,100.0,5,0.6179890216456945
2,1.0,1.0,22,4.77,Marvila,T0,f,110.0,1,5.252429575535192
2,1.0,1.0,1,4.0,Benfica,T0,f,82.0,1,7.716753989300364
2,1.0,1.0,1,5.0,Benfica,T0,f,84.0,1,7.716753989300364
2,1.0,1.0,4,4.0,Misericórdia,T0,f,58.0,5,1.5849306043024618
2,1.0,1.0,0,4.6152753108348135,Benfica,T0,f,80.0,1,7.716665714872675
3,2.0,1.0,9,4.67,São Vicente,T0,f,71.0,4,1.7558078936104797
2,1.0,1.0,0,4.6152753108348135,Benfica,T0,f,84.0,1,7.716665714872675
2,1.0,1.0,0,4.6152753108348135,Benfica,T0,f,84.0,1,7.716665714872675
2,1.0,1.0,0,4.6152753108348135,Benfica,T0,f,80.0,1,7.716665714872675
2,1.0,1.0,0,4.6152753108348135,Benfica,T0,f,84.0,1,7.716665714872675
2,1.0,1.0,1,4.0,Benfica,T0,f,83.0,1,7.716665714872675
2,1.0,1.0,4,4.25,Estrela,T0,f,68.0,4,2.6785570775900083
2,1.0,1.0,22,4.5,Santa Maria Maior,T0,f,49.0,5,0.7750358234579062
2,1.0,1.0,14,4.43,Campo de Ourique,T0,f,40.0,3,2.175300790100867
2,1.0,1.0,11,4.73,Santa Maria Maior,T0,t,31.0,5,0.9651458326760117
2,1.0,1.0,18,4.56,São Vicente,T0,f,58.0,4,1.0038005838657686
2,1.0,1.0,52,4.44,Arroios,T0,f,57.0,3,2.87928969351779
2,1.0,1.0,18,4.44,Misericórdia,T0,f,65.0,5,0.9310865543595858
4,2.0,1.0,23,4.61,Misericórdia,T0,f,85.0,5,1.1458754365135784
3,2.0,1.0,24,4.92,Santo António,T0,f,75.0,5,1.680650298980151
4,1.0,1.0,12,4.67,Santa Maria Maior,T0,f,63.0,5,1.007878753963899
2,1.0,0.5,21,4.76,Estrela,T0,f,48.0,4,2.484801592360448
2,1.0,1.0,1,5.0,Penha de França,T0,f,74.0,2,2.478142676095434
2,1.0,1.0,26,4.85,Santo António,T0,t,62.0,5,1.6148886561201272
2,1.0,1.0,0,4.6152753108348135,Avenidas Novas,T0,f,21.0,3,4.761356921286823
2,1.0,1.0,11,4.18,Estrela,T0,f,55.0,4,1.7513721120011387
2,0.0,1.0,32,4.81,Santa Maria Maior,T0,f,52.0,5,0.9069892879907165
2,0.0,1.0,31,4.65,Santa Maria Maior,T0,f,50.0,5,0.8980254380718993
2,2.0,1.0,0,4.6152753108348135,Santo António,T0,f,48.0,5,1.4222668134674843
2,2.0,1.0,8,4.88,Santo António,T0,f,98.0,5,1.725533073111905
2,1.0,1.0,20,4.75,Arroios,T0,t,49.0,3,0.9908933354568256
2,1.0,1.0,35,4.49,Santa Maria Maior,T0,f,53.0,5,0.9171493628760121
2,1.0,1.0,24,4.92,Beato,T0,f,76.0,2,3.1760704209348205
2,1.0,1.0,13,5.0,São Vicente,T0,t,100.0,4,1.1813487343994982
2,1.0,1.0,35,4.97,Alvalade,T0,t,69.0,3,4.664638787549554
3,1.0,1.0,9,4.44,Arroios,T0,f,51.0,3,1.9892875195239919
2,1.0,1.0,1,5.0,Santo António,T0,t,58.0,5,1.6440895664756512
2,1.0,1.0,24,4.92,Santo António,T0,t,81.0,5,1.5864062867657307
2,1.0,1.0,27,4.56,Santa Maria Maior,T0,f,49.0,5,0.9847069463432994
3,2.0,1.0,46,4.48,Campolide,T0,f,67.0,3,4.283761738538642
2,1.0,1.0,12,4.67,Estrela,T0,f,52.0,4,2.4833120494463863
2,1.0,1.0,19,4.32,Santa Maria Maior,T0,f,45.0,5,0.7567129685702881
2,1.0,1.0,4,5.0,Campo de Ourique,T0,t,72.0,3,2.9509895528855785
2,1.0,1.0,0,4.6152753108348135,Campo de Ourique,T0,f,77.0,3,2.9509895528855785
3,1.0,1.0,0,4.6152753108348135,Marvila,T0,f,52.0,1,4.860049202211825
2,0.0,1.0,7,4.71,São Vicente,T0,f,76.0,4,1.3727537316913854
2,1.0,1.0,6,4.83,Avenidas Novas,T0,t,78.0,3,4.208235423250916
4,1.0,1.0,33,4.88,Misericórdia,T0,f,90.0,5,1.1000198337323357
4,1.0,1.0,24,4.92,Misericórdia,T0,f,97.0,5,1.1996783856668598
4,1.0,1.0,28,4.89,Misericórdia,T0,f,96.0,5,1.1696522213064788
4,1.0,1.0,30,4.93,Misericórdia,T0,f,97.0,5,1.0181825111824359
2,1.0,1.0,18,4.06,Misericórdia,T0,f,56.0,5,1.2257757729872225
2,1.0,1.0,1,5.0,Campo de Ourique,T0,f,72.0,3,2.9509895528855785
3,1.0,1.0,25,4.32,Santa Maria Maior,T0,f,97.0,5,0.3060327209182697
2,1.0,1.0,27,4.67,Santo António,T0,f,87.0,5,2.4875210089429998
2,1.0,1.0,16,4.94,Santa Maria Maior,T0,t,104.0,5,0.7685625435925272
2,1.0,1.0,2,5.0,Campo de Ourique,T0,f,81.0,3,2.9509895528855785
2,1.0,1.0,3,5.0,Campo de Ourique,T0,f,81.0,3,2.9509895528855785
2,1.0,1.0,1,5.0,Campo de Ourique,T0,f,95.0,3,2.9509895528855785
2,1.0,1.0,4,4.75,Campo de Ourique,T0,f,81.0,3,2.9509895528855785
2,1.0,1.0,16,4.81,Santa Maria Maior,T0,t,99.0,5,0.8223456030541522
2,1.0,1.0,4,5.0,Campo de Ourique,T0,f,81.0,3,2.9509895528855785
2,1.0,1.0,24,4.92,Estrela,T0,t,99.0,4,3.248014321215421
3,1.0,1.0,11,4.45,Arroios,T0,f,51.0,3,1.7455153529454053
2,1.0,1.0,9,4.89,Santa Maria Maior,T0,t,104.0,5,0.7395277021097919
2,1.0,1.0,4,5.0,Santa Maria Maior,T0,t,104.0,5,0.7699762588438114
2,1.0,1.0,13,4.69,São Vicente,T0,f,62.0,4,1.3820758102041812
2,1.0,1.0,0,4.6152753108348135,Campo de Ourique,T0,f,81.0,3,2.9509895528855785
1,1.0,1.0,65,4.65,Campolide,T0,t,59.0,3,3.814991205155259
1,1.0,1.0,47,4.7,Campolide,T0,t,62.0,3,3.979719315764157
2,1.0,1.0,0,4.6152753108348135,São Vicente,T0,f,60.0,4,1.0581076554057576
1,1.0,1.0,1,2.0,Alcântara,T0,f,48.0,3,4.023367139402454
2,1.0,1.0,8,3.63,Misericórdia,T0,f,67.0,5,0.6498802922727869
4,2.0,1.0,7,4.43,Belém,T0,f,40.0,4,7.7707582151086685
4,2.0,1.0,1,5.0,Belém,T0,f,45.0,4,7.7707582151086685
6,4.0,1.0,3,4.33,Belém,T0,f,50.0,4,7.7707582151086685
4,2.0,1.0,2,4.5,Belém,T0,f,60.0,4,7.7707582151086685
6,4.0,1.0,3,4.67,Belém,T0,f,50.0,4,7.7707582151086685
2,1.0,0.0,0,4.6152753108348135,Santa Maria Maior,T0,t,104.0,5,0.9565531150436112
2,1.0,1.0,8,3.88,Santa Maria Maior,T0,f,43.0,5,0.7447488785453942
2,1.0,1.0,0,4.6152753108348135,Campo de Ourique,T0,f,59.0,3,2.476885270316959
2,1.0,1.0,0,4.6152753108348135,Santa Maria Maior,T0,t,99.0,5,0.7429127939783766
2,1.0,1.0,1,5.0,São Vicente,T0,t,110.0,4,1.2924862360860894
2,1.0,1.0,1,4.0,Penha de França,T0,f,55.0,2,2.9975225406174553
2,1.0,1.0,27,4.74,Santa Maria Maior,T0,f,82.0,5,0.608927128138155
2,1.0,1.0,25,4.52,Santa Maria Maior,T0,f,77.0,5,0.6786860056699963
4,2.0,1.0,5,4.2,São Vicente,T0,f,50.0,4,1.1903683814965795
2,1.0,1.0,2,4.5,Santa Maria Maior,T0,f,67.0,5,0.9733378363145782
4,2.0,0.0,5,4.0,Estrela,T0,f,65.0,4,1.9666406065107824
2,1.0,1.0,0,4.6152753108348135,Santa Maria Maior,T0,f,81.0,5,0.8455134461218093
2,1.0,1.0,31,4.81,Santa Maria Maior,T0,f,72.0,5,0.6850890422428717
2,1.0,1.0,6,4.33,Misericórdia,T0,f,71.0,5,0.7997724708785795
3,1.0,1.0,0,4.6152753108348135,Arroios,T0,f,51.0,3,1.5584062493894684
4,2.0,1.0,2,4.0,Arroios,T0,f,95.0,3,3.056501520110888
4,2.0,0.0,0,4.6152753108348135,Campo de Ourique,T0,f,43.0,3,3.4082046030497266
2,1.0,1.0,0,4.6152753108348135,Santa Maria Maior,T0,f,77.0,5,0.7743967687468646
2,1.0,1.0,3,5.0,Campo de Ourique,T0,t,81.0,3,2.184373797334527
2,1.0,1.0,3,3.67,Santa Maria Maior,T0,f,37.0,5,1.0891984842126576
2,1.0,1.0,1,1.0,Campo de Ourique,T0,f,75.0,3,3.2927482891868207
2,1.0,1.0,2,4.0,Alcântara,T0,f,71.0,3,4.868211065022238
2,1.0,1.0,0,4.6152753108348135,Santa Maria Maior,T0,f,42.0,5,0.8854872736550723
5,3.0,1.0,0,4.6152753108348135,Santa Maria Maior,T0,f,91.0,5,0.8776858347292331
2,2.0,1.0,4,4.75,Arroios,T0,f,85.0,3,2.1261965453441287
6,3.0,2.0,6,3.33,Santo António,T0,f,54.0,5,1.73062984326546
4,2.0,1.0,2,5.0,Misericórdia,T0,f,41.0,5,1.0986055243278678
2,1.0,1.0,5,4.8,Misericórdia,T0,f,135.0,5,0.6500554048622832
2,1.0,1.0,0,4.6152753108348135,Santo António,T0,f,70.0,5,1.7354580675180014
2,1.0,1.0,1,5.0,Santo António,T0,f,61.0,5,2.0339090614415785
2,1.0,1.0,4,3.75,Santa Maria Maior,T0,f,44.0,5,1.0991008334993657
4,1.0,1.0,0,4.6152753108348135,Misericórdia,T0,f,120.0,5,1.2478575757320975
2,1.0,1.0,1,5.0,Arroios,T0,f,49.0,3,1.0012319314190745
2,1.0,1.0,4,4.5,Santa Maria Maior,T0,f,46.0,5,1.0816374599845846
2,1.0,1.0,0,4.6152753108348135,Ajuda,T0,f,75.0,2,5.738756580475637
2,1.0,1.0,1,3.0,Estrela,T0,f,70.0,4,1.6859149828604802
2,1.0,1.0,1,3.0,Campo de Ourique,T0,f,80.0,3,2.669489759564341
2,1.0,1.0,2,4.5,Ajuda,T0,f,46.0,2,5.622622557144319
2,1.0,1.0,0,4.6152753108348135,Misericórdia,T0,t,95.0,5,0.8286199978012493
2,1.0,1.0,1,5.0,São Vicente,T0,f,78.0,4,1.4123556508507031
2,1.0,1.0,1,5.0,Santa Maria Maior,T0,f,60.0,5,0.8047036116822006
2,1.0,0.0,1,5.0,Arroios,T0,t,112.0,3,2.1981618203426314
2,2.0,1.0,0,4.6152753108348135,Misericórdia,T0,f,61.0,5,1.2278866968218183
2,2.0,1.0,0,4.6152753108348135,Santo António,T0,t,89.0,5,1.687212332681138
2,1.0,1.0,0,4.6152753108348135,Estrela,T0,f,75.0,4,1.7446190197437674
2,1.0,1.0,0,4.6152753108348135,Misericórdia,T0,f,62.0,5,1.5397074678632383
2,1.0,1.0,1,5.0,São Vicente,T0,f,60.0,4,1.4425096068767744
3,1.0,1.0,0,4.6152753108348135,Arroios,T0,f,59.0,3,1.7401488069644973
2,1.0,1.0,0,4.6152753108348135,Misericórdia,T0,f,65.0,5,0.9441182567096095
2,1.0,1.0,1,4.0,São Vicente,T0,f,53.0,4,1.5266298111171448
2,1.0,1.0,1,2.0,Misericórdia,T0,f,52.0,5,1.182532996359324
2,1.0,1.0,0,4.6152753108348135,Estrela,T0,f,46.0,4,2.021255812843713
2,1.0,1.0,0,4.6152753108348135,Misericórdia,T0,f,56.0,5,1.3681157076756973
2,1.0,1.0,1,5.0,Santa Maria Maior,T0,f,57.0,5,0.9537752176462112
4,4.0,1.0,0,4.6152753108348135,Santa Maria Maior,T0,t,81.0,5,0.42470634719685435
3,3.0,1.0,0,4.6152753108348135,Santa Maria Maior,T0,t,63.0,5,0.33201155956322664
2,1.0,1.0,0,4.6152753108348135,Santa Maria Maior,T0,t,90.0,5,0.9919436007443218
3,3.0,1.0,82,4.52,Belém,T1,f,73.0,4,5.5003781222197095
3,1.0,1.0,215,4.82,Santa Maria Maior,T1,t,106.0,5,0.9407026896294423
4,1.0,1.0,416,4.77,Santa Maria Maior,T1,f,75.0,5,0.6961214922102399
3,2.0,1.0,61,4.57,Avenidas Novas,T1,t,95.0,3,4.543415387767284
2,1.0,1.0,202,4.48,Misericórdia,T1,f,60.0,5,1.2350457989532884
2,1.0,1.5,48,4.36,Misericórdia,T1,f,95.0,5,0.9583383493518897
4,1.0,2.0,30,4.52,Estrela,T1,f,108.0,4,2.6242665104276295
2,1.0,1.0,45,4.58,Campolide,T1,f,55.0,3,3.257502645041507
4,1.0,1.0,176,4.66,São Vicente,T1,f,92.0,4,1.3747035453084937
2,2.0,1.0,116,4.66,Misericórdia,T1,t,87.0,5,1.5731689388822276
2,1.0,1.0,164,4.39,São Vicente,T1,f,58.0,4,1.3067799297687601
2,1.0,1.0,311,4.51,São Vicente,T1,f,81.0,4,1.6673625574924673
2,1.0,1.0,13,4.62,Campo de Ourique,T1,f,100.0,3,2.383774157679554
6,3.0,1.0,9,4.22,Santo António,T1,f,96.0,5,2.087274333915922
3,2.0,1.0,478,4.78,Santa Maria Maior,T1,t,68.0,5,0.49677993152281674
2,1.0,1.0,206,4.52,São Vicente,T1,f,85.0,4,1.6437979557831126
3,2.0,1.0,373,4.83,Santa Maria Maior,T1,t,74.0,5,0.6895870504665377
2,1.0,1.0,25,4.24,Misericórdia,T1,f,95.0,5,1.0897051883014934
